bill_id,bill_type,subjects_top_term,cosponsors,num_cosponsors,num_support,enacted_as
s597-115,s,Education,"['B000944', 'C001035', 'D000607', 'T000464', 'T000461']",5,6,0
s1162-115,s,Education,"['B001230', 'B001267', 'B001277', 'B001288', 'B000944', 'C000127', 'C000141', 'C001070', 'C001113', 'D000622', 'D000563', 'F000062', 'F000457', 'G000555', 'H001075', 'H001076', 'H001046', 'H001069', 'H001042', 'K000367', 'L000174', 'M001183', 'M000133', 'M001170', 'M000639', 'M001176', 'M001169', 'M001111', 'P000595', 'R000122', 'S000033', 'S000148', 'S001181', 'S001203', 'S000770', 'U000039', 'V000128', 'W000802', 'W000779']",39,40,0
s2946-115,s,Crime and law enforcement,"['B001277', 'B001236', 'C001088', 'C001056', 'C001098', 'H000338', 'K000393', 'N000032', 'R000595', 'T000476', 'W000802']",11,12,1
s2348-115,s,Transportation and public works,['C000127'],1,2,0
s904-115,s,Crime and law enforcement,"['F000062', 'S000320', 'S001202', 'W000802']",4,5,0
s138-115,s,International affairs,['C001070'],1,2,0
s1995-115,s,Commerce,"['B001230', 'C001047', 'K000393']",3,4,0
s1961-115,s,Commerce,"['D000622', 'S001181']",2,3,0
s3438-115,s,Government operations and politics,"['H001076', 'K000367']",2,3,0
s1539-115,s,Crime and law enforcement,"['B001267', 'B001277', 'B001288', 'C000174', 'C001070', 'C001088', 'D000563', 'F000062', 'G000555', 'H001075', 'H001076', 'H001042', 'J000300', 'L000174', 'M000133', 'M000639', 'M001176', 'M001169', 'N000032', 'P000595', 'R000122', 'S001181', 'S001203', 'S000770', 'T000464', 'U000039', 'V000128', 'W000817', 'W000802', 'W000779']",30,31,0
s3632-115,s,,['B001288'],1,2,0
s590-115,s,Public lands and natural resources,['C000880'],1,2,0
s1959-115,s,Public lands and natural resources,['F000062'],1,2,0
s1165-115,s,Armed forces and national security,['C001047'],1,2,0
s1357-115,s,Health,"['B000575', 'B000944', 'C000127', 'C001047', 'C001070', 'C001035', 'K000383', 'P000449', 'S000770']",9,10,0
s3400-115,s,Public lands and natural resources,['W000437'],1,2,0
s1733-115,s,Transportation and public works,"['B001277', 'C000174']",2,3,0
s3064-115,s,Labor and employment,"['B001230', 'B001277', 'B001288', 'B000944', 'C000127', 'C000141', 'C000174', 'C001070', 'C001088', 'C001113', 'D000622', 'D000563', 'F000062', 'G000555', 'H001075', 'H001046', 'H001042', 'L000174', 'M000133', 'M000639', 'M001176', 'M001169', 'P000595', 'R000122', 'S001194', 'S000148', 'S001203', 'S000770', 'U000039', 'V000128', 'W000817', 'W000802', 'W000779']",33,34,0
s3256-115,s,Commerce,['R000595'],1,2,0
s2384-115,s,Education,"['B000944', 'C000141', 'C001088', 'G000359', 'J000300', 'K000384', 'M001183', 'P000612', 'T000476']",9,10,0
s1501-115,s,Education,['Y000064'],1,2,0
s3090-115,s,Government operations and politics,"['B000944', 'G000555', 'S001181']",3,4,0
s2142-115,s,Energy,[],0,1,0
s332-115,s,International affairs,[],0,1,0
s2370-115,s,Education,"['H001075', 'S001194', 'W000817']",3,4,0
s100-115,s,Public lands and natural resources,[],0,1,0
s2714-115,s,International affairs,"['C001098', 'N000032']",2,3,0
s564-115,s,"Science, technology, communications",['L000577'],1,2,0
s1191-115,s,Health,"['C000141', 'C001075', 'D000622', 'W000805']",4,5,0
s14-115,s,Congress,"['B001261', 'B001135', 'C001047', 'E000295', 'G000562', 'H001076', 'M001183', 'P000612', 'T000476']",9,10,0
s2526-115,s,Taxation,['W000779'],1,2,0
s756-115,s,Crime and law enforcement,"['B001288', 'C001075', 'C001035', 'C001088', 'I000024', 'K000393', 'K000383', 'M000133', 'M001153', 'M001169', 'P000595', 'P000449', 'R000595', 'S001194', 'S001181', 'T000476', 'U000039', 'V000128', 'W000817', 'W000802', 'W000779']",21,22,0
s3269-115,s,Armed forces and national security,"['M001153', 'S001198', 'U000039', 'W000817']",4,5,0
s2189-115,s,Finance and financial sector,['W000817'],1,2,0
s1368-115,s,Finance and financial sector,"['B001288', 'C001075', 'C000567', 'K000393', 'N000032', 'R000122', 'R000595', 'V000128', 'W000817']",9,10,0
s1966-115,s,Agriculture and food,['E000295'],1,2,0
s2519-115,s,Energy,[],0,1,0
s769-115,s,Health,"['C001070', 'T000464']",2,3,0
s1992-115,s,Crime and law enforcement,"['B001277', 'C001070', 'D000622', 'G000555', 'M000133', 'W000817']",6,7,0
s903-115,s,Armed forces and national security,['T000464'],1,2,0
s2941-115,s,"Science, technology, communications",['G000562'],1,2,0
s1758-115,s,Finance and financial sector,[],0,1,0
s3659-115,s,Public lands and natural resources,[],0,1,0
s1932-115,s,Emergency management,"['C000880', 'R000584', 'T000464', 'W000779']",4,5,0
s359-115,s,Taxation,['R000595'],1,2,0
s2915-115,s,Immigration,"['B001277', 'B001288', 'C001113', 'S000033']",4,5,0
s2129-115,s,Armed forces and national security,"['B001230', 'B001288', 'B000944', 'C001113', 'F000457', 'G000555', 'H001075', 'H001076', 'K000384', 'K000367', 'M000133', 'M001111', 'P000595', 'S000033', 'S001181', 'V000128', 'W000805', 'W000817']",18,19,0
s957-115,s,Armed forces and national security,"['B001230', 'B001267', 'B001277', 'B001288', 'B000944', 'C000127', 'C000141', 'C000174', 'C001088', 'C001113', 'D000563', 'F000062', 'F000457', 'G000555', 'H001075', 'H001076', 'H001046', 'H001042', 'K000384', 'K000367', 'M000133', 'M000639', 'M001176', 'M001169', 'M001111', 'P000595', 'R000122', 'S000033', 'S000770', 'T000464', 'V000128', 'W000817', 'W000802', 'W000779']",34,35,0
s2586-115,s,Environmental protection,"['C001098', 'F000463', 'H000338', 'M001153', 'S001198']",5,6,0
s3454-115,s,Congress,[],0,1,0
s1303-115,s,Families,"['B001277', 'B000944', 'F000062', 'F000457', 'H001075', 'M000133', 'M000639', 'M001169', 'M001111', 'S000033', 'V000128', 'W000817', 'W000779']",13,14,0
s1131-115,s,Health,['M000303'],1,2,0
s3666-115,s,Families,['B000575'],1,2,0
s1555-115,s,Armed forces and national security,['K000384'],1,2,0
s3202-115,s,Water resources development,[],0,1,0
s392-115,s,"Civil rights and liberties, minority issues","['B000575', 'B001288', 'W000805']",3,4,0
s3030-115,s,Native Americans,"['H001069', 'R000605', 'T000464', 'U000039']",4,5,0
s1767-115,s,Agriculture and food,"['B001277', 'B000944', 'C001070', 'C000567', 'F000062', 'H001042', 'K000383', 'M000639', 'M001169', 'M001111', 'U000039', 'W000779']",12,13,0
s154-115,s,Commerce,['N000032'],1,2,0
s2324-115,s,Finance and financial sector,"['B001267', 'C000141', 'C001070', 'D000607', 'H001069', 'M001183', 'M000639', 'N000032', 'P000595', 'R000584', 'R000605', 'S001184', 'S001181', 'S000770', 'T000464', 'T000476', 'T000461']",17,18,0
s968-115,s,Health,['G000386'],1,2,0
s366-115,s,Finance and financial sector,"['B001261', 'B001236', 'D000618', 'E000295', 'F000463', 'G000562', 'H000338', 'I000024', 'P000612']",9,10,0
s2116-115,s,Finance and financial sector,['H001041'],1,2,0
s1793-115,s,Taxation,['T000250'],1,2,0
s702-115,s,Labor and employment,"['C000880', 'P000612']",2,3,0
s2572-115,s,Education,"['B001230', 'B001267', 'B001277', 'B001288', 'B000944', 'C000127', 'C000141', 'C000174', 'C001088', 'C001113', 'D000622', 'D000563', 'F000062', 'G000555', 'H001075', 'H001076', 'H001046', 'H001069', 'H001042', 'J000300', 'K000384', 'K000367', 'L000174', 'M000133', 'M001170', 'M000639', 'M001176', 'M001169', 'M001111', 'N000032', 'P000595', 'R000122', 'S000033', 'S001181', 'S001203', 'S000770', 'U000039', 'V000128', 'W000805', 'W000817', 'W000802', 'W000779']",42,43,0
s40-115,s,Taxation,[],0,1,0
s530-115,s,Armed forces and national security,[],0,1,0
s2740-115,s,Environmental protection,"['C000141', 'F000062', 'H001075', 'M001111', 'S000033', 'S001181', 'V000128', 'W000817']",8,9,0
s3692-115,s,,[],0,1,0
s950-115,s,Government operations and politics,"['C000127', 'W000779']",2,3,0
s1599-115,s,Labor and employment,['P000449'],1,2,0
s2912-115,s,Health,"['G000386', 'M001183', 'M000639', 'W000805']",4,5,0
s78-115,s,Government operations and politics,"['B001288', 'C000174', 'C001075', 'J000293', 'R000595']",5,6,0
s3498-115,s,Government operations and politics,[],0,1,0
s508-115,s,Native Americans,['M001176'],1,2,0
s2778-115,s,Environmental protection,['P000603'],1,2,0
s1109-115,s,Health,"['B001230', 'B001277', 'B000944', 'B001135', 'C001070', 'C001035', 'C001088', 'D000622', 'G000555', 'H001075', 'J000300', 'K000367', 'L000174', 'S001181', 'S000770', 'T000464', 'W000802', 'W000779']",18,19,0
s1935-115,s,Native Americans,['D000618'],1,2,0
s198-115,s,International affairs,"['B001230', 'B001277', 'B001288', 'B001236', 'B000944', 'C001070', 'C001088', 'C001095', 'G000562', 'G000555', 'H000338', 'K000384', 'K000383', 'K000367', 'L000575', 'M000133', 'M000639', 'N000032', 'P000612', 'P000595', 'P000449', 'R000584', 'R000605', 'S001194', 'T000476', 'W000817']",26,27,0
s3008-115,s,Health,['D000607'],1,2,0
s537-115,s,Law,"['B001230', 'B001277', 'B001288', 'B000944', 'C001070', 'C001088', 'C001113', 'D000563', 'F000062', 'G000555', 'H001046', 'H001069', 'H001042', 'L000174', 'M000133', 'M000639', 'M001176', 'M001111', 'R000122', 'S000033', 'S001194', 'S001181', 'U000039', 'W000817', 'W000802', 'W000779']",26,27,0
s2747-115,s,Energy,"['M000133', 'S000033', 'S001181']",3,4,0
s3695-115,s,,['S001198'],1,2,0
s705-115,s,Crime and law enforcement,"['B001277', 'B000575', 'C001088', 'C001098', 'F000457', 'K000393', 'K000367', 'M000303', 'S001197', 'S000148']",10,11,0
s2575-115,s,Health,"['P000603', 'W000437']",2,3,0
s47-115,s,Taxation,"['F000463', 'F000444', 'M000934', 'R000307']",4,5,0
s361-115,s,Immigration,"['G000386', 'L000577']",2,3,0
s2111-115,s,Armed forces and national security,[],0,1,0
s1794-115,s,Environmental protection,"['B001261', 'I000024']",2,3,0
s153-115,s,"Science, technology, communications",[],0,1,0
s2323-115,s,Armed forces and national security,[],0,1,0
s395-115,s,Crime and law enforcement,[],0,1,0
s3037-115,s,"Science, technology, communications",['V000128'],1,2,0
s1760-115,s,,[],0,1,0
s1552-115,s,Economics and public finance,['R000595'],1,2,0
s3205-115,s,Education,"['B001230', 'B000944', 'C000141', 'R000122', 'S001203']",5,6,0
s1136-115,s,Education,"['C000127', 'D000563', 'F000457', 'G000555', 'H001075', 'M001111', 'R000122', 'S001194', 'W000817', 'W000802', 'W000779']",11,12,0
s3661-115,s,Armed forces and national security,"['D000622', 'H001041', 'P000595', 'R000122', 'R000605']",5,6,0
s2581-115,s,Government operations and politics,[],0,1,0
s3453-115,s,Congress,[],0,1,0
s1304-115,s,Health,"['B000944', 'B001135', 'C001070', 'S000770']",4,5,0
s966-115,s,"Arts, culture, religion","['P000449', 'S000770']",2,3,0
s2924-115,s,Health,"['M001183', 'M000639']",2,3,0
s368-115,s,Animals,['M000303'],1,2,0
s2118-115,s,,[],0,1,0
s992-115,s,Armed forces and national security,"['B001230', 'B001236', 'C001075', 'C001095', 'D000607', 'M000934', 'S001202', 'S001198', 'T000476', 'V000128']",10,11,0
s3802-115,s,Labor and employment,"['B001230', 'H000338', 'K000384', 'S001184']",4,5,0
s1769-115,s,Government operations and politics,"['G000562', 'M001170']",2,3,0
s2588-115,s,Transportation and public works,"['C001098', 'H000338', 'M001153', 'S001198']",4,5,0
s1903-115,s,Energy,"['B001230', 'K000383', 'S000033']",3,4,0
s3668-115,s,,"['B001277', 'K000367']",2,3,0
s357-115,s,Public lands and natural resources,['H001075'],1,2,0
s2127-115,s,Armed forces and national security,"['B001230', 'B000575', 'B001135', 'C001047', 'C001070', 'C000567', 'C001035', 'C001088', 'D000607', 'D000622', 'F000062', 'F000463', 'H001076', 'H001041', 'I000024', 'K000383', 'M001170', 'M000639', 'P000595', 'R000605', 'R000595', 'S001181', 'S001198', 'T000250', 'T000476', 'V000128', 'W000817', 'W000802', 'W000437', 'W000779']",30,31,0
s165-115,s,Armed forces and national security,[],0,1,0
s959-115,s,Labor and employment,"['B000944', 'F000062', 'G000555', 'H001075', 'H001042', 'L000174', 'M001176', 'N000032', 'S000033', 'S001194', 'W000817', 'W000802']",12,13,0
s2315-115,s,Health,"['A000360', 'C001070', 'M001111']",3,4,0
s1590-115,s,Labor and employment,['S000770'],1,2,0
s501-115,s,Public lands and natural resources,['D000618'],1,2,0
s2771-115,s,Environmental protection,"['C001047', 'J000300']",2,3,0
s71-115,s,Taxation,"['C001056', 'R000595']",2,3,0
s733-115,s,Public lands and natural resources,"['A000360', 'D000618', 'D000607', 'F000463', 'H001046', 'H001069', 'H001061', 'J000300', 'K000384', 'K000367', 'M001183', 'M001170', 'P000449', 'R000584', 'S001202', 'T000464']",16,17,0
s3491-115,s,Transportation and public works,"['E000295', 'H000338', 'M000133']",3,4,0
s2543-115,s,Families,"['B000944', 'S000770', 'Y000064']",3,4,0
s3657-115,s,Health,"['C001070', 'S001203']",2,3,0
s2785-115,s,Immigration,"['B001277', 'C001098', 'G000359']",3,4,0
s1100-115,s,Transportation and public works,['C001075'],1,2,0
s85-115,s,Taxation,"['H001069', 'I000055', 'K000383']",3,4,0
s1332-115,s,Environmental protection,"['B000944', 'D000622', 'P000595', 'S000148']",4,5,0
s3465-115,s,Health,['S000033'],1,2,0
s1756-115,s,Environmental protection,"['B000575', 'C001047', 'C001056', 'E000295', 'F000463', 'H000338', 'I000024', 'M000355', 'R000307', 'S001202', 'T000461']",11,12,0
s3001-115,s,Water resources development,['H001075'],1,2,0
s191-115,s,Health,"['C001047', 'C001035', 'G000359', 'I000055', 'R000605']",5,6,0
s3233-115,s,International affairs,"['C000141', 'C001075', 'C001088', 'C001056', 'C001095', 'C001098', 'D000563', 'F000062', 'K000384', 'L000174', 'N000032', 'P000612', 'R000595']",13,14,0
s1564-115,s,Taxation,"['B001230', 'B001277', 'B001288', 'B000944', 'C000127', 'C000141', 'C000174', 'C001070', 'C001088', 'D000622', 'D000563', 'F000062', 'F000457', 'G000555', 'H001075', 'H001076', 'H001046', 'H001042', 'K000384', 'K000367', 'L000174', 'M000133', 'M000639', 'M001176', 'M001169', 'M001111', 'R000122', 'S000033', 'S000148', 'S001181', 'S001203', 'U000039', 'V000128', 'W000805', 'W000802', 'W000779']",36,37,0
s1138-115,s,Education,[],0,1,0
s1904-115,s,"Science, technology, communications",[],0,1,0
s3805-115,s,,[],0,1,0
s3039-115,s,Families,[],0,1,0
s995-115,s,Native Americans,['M001111'],1,2,0
s2923-115,s,Health,"['M001183', 'M000639']",2,3,0
s961-115,s,Social welfare,[],0,1,0
s539-115,s,Government operations and politics,"['D000563', 'M000639', 'N000032', 'R000595']",4,5,0
s2749-115,s,Agriculture and food,"['G000386', 'T000250']",2,3,0
s49-115,s,Energy,['S001198'],1,2,0
s196-115,s,Health,"['C001088', 'D000563', 'K000383', 'N000032', 'R000595', 'S001194']",6,7,0
s3234-115,s,Labor and employment,[],0,1,0
s1563-115,s,Energy,[],0,1,0
s1751-115,s,Housing and community development,"['C001095', 'M001183', 'P000595', 'S001184', 'T000461']",5,6,0
s3006-115,s,Government operations and politics,"['B001230', 'M001176', 'M001169', 'S001203']",4,5,0
s82-115,s,Taxation,"['B001230', 'B001277', 'B000944', 'M001176', 'V000128', 'W000817', 'W000802']",7,8,0
s1335-115,s,Public lands and natural resources,['M001170'],1,2,0
s3462-115,s,Health,"['B001288', 'B000944', 'C000141', 'C001035', 'D000563', 'K000383']",6,7,0
s3650-115,s,Finance and financial sector,['E000295'],1,2,0
s2782-115,s,Labor and employment,"['W000817', 'W000779']",2,3,0
s1107-115,s,Law,"['B001135', 'C000174', 'C001113', 'H000338', 'N000032', 'R000595', 'S000770']",7,8,0
s76-115,s,Taxation,[],0,1,0
s734-115,s,Energy,['S000148'],1,2,0
s3496-115,s,Health,['K000383'],1,2,0
s2544-115,s,Finance and financial sector,[],0,1,0
s506-115,s,Government operations and politics,[],0,1,0
s2776-115,s,Energy,['R000584'],1,2,0
s162-115,s,Crime and law enforcement,[],0,1,0
s2312-115,s,Health,[],0,1,0
s1597-115,s,Taxation,[],0,1,0
s350-115,s,Finance and financial sector,"['M001169', 'S000033', 'W000779']",3,4,0
s2120-115,s,International affairs,"['C001035', 'I000055', 'M000639']",3,4,0
s101-115,s,Public lands and natural resources,['S001198'],1,2,0
s2371-115,s,Taxation,"['B001230', 'B001236', 'C000174', 'I000055']",4,5,0
s333-115,s,Law,"['C001056', 'C000880', 'C001098', 'F000444', 'H000338', 'I000024', 'J000293', 'K000393', 'L000577']",9,10,0
s3091-115,s,Immigration,"['B001261', 'B000575', 'C000880', 'D000618', 'E000295', 'H000338', 'H001061', 'H001079', 'I000024', 'K000393', 'L000577', 'R000584', 'R000307', 'R000605', 'R000595', 'S001197', 'S001184', 'S001198', 'T000461', 'W000437', 'Y000064']",21,22,0
s2143-115,s,Labor and employment,"['B001230', 'B001277', 'B001288', 'B000944', 'C000127', 'C000141', 'C000174', 'C001070', 'C001088', 'C001113', 'D000622', 'D000563', 'F000062', 'F000457', 'G000555', 'H001075', 'H001046', 'H001042', 'K000384', 'M000133', 'M000639', 'M001176', 'M001169', 'P000595', 'R000122', 'S000033', 'S000770', 'U000039', 'V000128', 'W000817', 'W000802']",31,32,0
s15-115,s,International affairs,[],0,1,0
s757-115,s,Emergency management,[],0,1,0
s2527-115,s,Commerce,"['K000393', 'R000584']",2,3,0
s565-115,s,Government operations and politics,"['C000880', 'G000562', 'G000386']",3,4,0
s2715-115,s,Crime and law enforcement,"['D000622', 'K000383', 'T000464']",3,4,0
s1190-115,s,Taxation,['W000805'],1,2,0
s1356-115,s,Armed forces and national security,"['C001056', 'H001046']",2,3,0
s3401-115,s,Finance and financial sector,"['B001288', 'R000605']",2,3,0
s591-115,s,Armed forces and national security,"['B001230', 'B001267', 'B001277', 'B001288', 'B000944', 'C000127', 'C000141', 'C001070', 'C001035', 'C001088', 'C001113', 'D000622', 'D000563', 'F000457', 'H001076', 'H001042', 'K000384', 'K000383', 'K000367', 'M001183', 'M000133', 'M000639', 'M001176', 'M001169', 'N000032', 'P000595', 'S000033', 'S001194', 'S001181', 'S000770', 'T000464', 'V000128', 'W000805', 'W000817', 'W000779']",35,36,0
s3633-115,s,Finance and financial sector,['K000393'],1,2,0
s1164-115,s,Commerce,"['C001035', 'F000463', 'K000367', 'N000032']",4,5,0
s1958-115,s,Taxation,"['C000880', 'S001184', 'T000464', 'W000805']",4,5,0
s3257-115,s,International affairs,"['B001230', 'B001261', 'B001267', 'B001277', 'B000575', 'B001288', 'B001236', 'C000127', 'C001047', 'C000141', 'C001070', 'C001075', 'C001035', 'C001088', 'C001056', 'C001095', 'C000880', 'D000607', 'E000285', 'E000295', 'F000463', 'G000562', 'G000359', 'G000386', 'H000338', 'H001041', 'H001061', 'H001079', 'I000024', 'K000384', 'K000393', 'K000383', 'M001183', 'M000133', 'M000639', 'M000934', 'M001169', 'P000612', 'P000449', 'R000584', 'R000307', 'R000595', 'S001184', 'S000770', 'S001198', 'T000250', 'T000476', 'T000461', 'W000805', 'W000437', 'Y000064']",51,52,0
s2385-115,s,Emergency management,"['G000562', 'H001075', 'H001042', 'S001198']",4,5,0
s1500-115,s,Finance and financial sector,"['B001236', 'C001047', 'H001069', 'H001041', 'M000639', 'M000934', 'P000612', 'R000605', 'S001184', 'T000464', 'V000128']",11,12,0
s1732-115,s,Health,"['C001075', 'P000449', 'S000770']",3,4,0
s3065-115,s,Education,['W000817'],1,2,0
s1993-115,s,Public lands and natural resources,[],0,1,0
s768-115,s,Energy,[],0,1,0
s2518-115,s,Finance and financial sector,"['B000944', 'W000802']",2,3,0
s2940-115,s,"Civil rights and liberties, minority issues","['B001267', 'C001070', 'G000359', 'I000055', 'W000779']",5,6,0
s902-115,s,Government operations and politics,['D000618'],1,2,0
s2188-115,s,Finance and financial sector,[],0,1,0
s3268-115,s,Agriculture and food,[],0,1,0
s1967-115,s,Taxation,"['B000575', 'B001236', 'C000567', 'I000055', 'T000461']",5,6,0
s1369-115,s,Taxation,"['B001277', 'D000563', 'F000457', 'G000555', 'H001076', 'R000122', 'S000033', 'U000039']",8,9,0
s1735-115,s,Crime and law enforcement,"['B001277', 'B001288', 'W000802']",3,4,0
s3062-115,s,Agriculture and food,[],0,1,0
s3250-115,s,Taxation,"['B001277', 'F000062', 'G000555', 'H001076', 'M001176']",5,6,0
s2382-115,s,Armed forces and national security,['K000383'],1,2,0
s1507-115,s,Finance and financial sector,"['K000393', 'M000639', 'W000817']",3,4,0
s596-115,s,Transportation and public works,"['F000062', 'M000133', 'M000639', 'S000148']",4,5,0
s3634-115,s,Public lands and natural resources,[],0,1,0
s1163-115,s,Armed forces and national security,"['C001095', 'C001098', 'H000338', 'N000032', 'R000595']",5,6,0
s1351-115,s,Health,"['C000127', 'S001194', 'S000770', 'W000817']",4,5,0
s3406-115,s,International affairs,"['C001056', 'M000133', 'M000639', 'R000595']",4,5,0
s562-115,s,,[],0,1,0
