bioguide_id,name,gender,type,state,district,party,start,end,days_in_office
S001157,David Scott,M,rep,GA,13,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S000185,Robert Scott,M,rep,VA,3,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S000244,F. Sensenbrenner,M,rep,WI,5,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S000248,José Serrano,M,rep,NY,15,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001185,Terri Sewell,F,rep,AL,7,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S000344,Brad Sherman,M,rep,CA,30,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S000364,John Shimkus,M,rep,IL,15,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001148,Michael Simpson,M,rep,ID,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001165,Albio Sires,M,rep,NJ,8,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S000510,Adam Smith,M,rep,WA,9,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001172,Adrian Smith,M,rep,NE,3,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S000522,Christopher Smith,M,rep,NJ,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001175,Jackie Speier,F,rep,CA,14,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001187,Steve Stivers,M,rep,OH,15,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001156,Linda Sánchez,F,rep,CA,38,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
T000193,Bennie Thompson,M,rep,MS,2,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
T000460,Mike Thompson,M,rep,CA,5,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
T000467,Glenn Thompson,M,rep,PA,5,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
T000238,Mac Thornberry,M,rep,TX,13,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
T000470,Scott Tipton,M,rep,CO,3,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
T000469,Paul Tonko,M,rep,NY,20,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
T000463,Michael Turner,M,rep,OH,10,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
U000031,Fred Upton,M,rep,MI,6,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
V000081,Nydia Velázquez,F,rep,NY,7,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
V000108,Peter Visclosky,M,rep,IN,1,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000798,Tim Walberg,M,rep,MI,7,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000791,Greg Walden,M,rep,OR,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000797,Debbie Wasserman Schultz,F,rep,FL,23,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000187,Maxine Waters,F,rep,CA,43,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000806,Daniel Webster,M,rep,FL,11,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000800,Peter Welch,M,rep,VT,0,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000795,Joe Wilson,M,rep,SC,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000808,Frederica Wilson,F,rep,FL,24,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000804,Robert Wittman,M,rep,VA,1,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000809,Steve Womack,M,rep,AR,3,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000810,Rob Woodall,M,rep,GA,7,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
Y000062,John Yarmuth,M,rep,KY,3,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
Y000033,Don Young,M,rep,AK,0,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
A000369,Mark Amodei,M,rep,NV,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001278,Suzanne Bonamici,F,rep,OR,1,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
D000617,Suzan DelBene,F,rep,WA,1,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001184,Thomas Massie,M,rep,KY,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
P000604,Donald Payne,M,rep,NJ,10,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
F000454,Bill Foster,M,rep,IL,11,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
T000468,Dina Titus,F,rep,NV,1,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001191,Kyrsten Sinema,F,rep,AZ,9,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
L000578,Doug LaMalfa,M,rep,CA,1,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001068,Jared Huffman,M,rep,CA,2,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001287,Ami Bera,M,rep,CA,7,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001094,Paul Cook,M,rep,CA,8,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001193,Eric Swalwell,M,rep,CA,15,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001285,Julia Brownley,F,rep,CA,26,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001097,Tony Cárdenas,M,rep,CA,29,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000599,Raul Ruiz,M,rep,CA,36,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
T000472,Mark Takano,M,rep,CA,41,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
L000579,Alan Lowenthal,M,rep,CA,47,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
V000130,Juan Vargas,M,rep,CA,51,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
P000608,Scott Peters,M,rep,CA,52,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
Y000065,Ted Yoho,M,rep,FL,3,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
F000462,Lois Frankel,F,rep,FL,21,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001093,Doug Collins,M,rep,GA,9,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000571,Tulsi Gabbard,F,rep,HI,2,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
D000619,Rodney Davis,M,rep,IL,13,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001286,Cheri Bustos,F,rep,IL,17,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000813,Jackie Walorski,F,rep,IN,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001284,Susan Brooks,F,rep,IN,5,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001282,Garland Barr,M,rep,KY,6,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
K000379,Joseph Kennedy,M,rep,MA,4,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
K000380,Daniel Kildee,M,rep,MI,5,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000812,Ann Wagner,F,rep,MO,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001067,Richard Hudson,M,rep,NC,8,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001187,Mark Meadows,M,rep,NC,11,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001065,George Holding,M,rep,NC,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001096,Kevin Cramer,M,rep,ND,0,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
K000382,Ann Kuster,F,rep,NH,2,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001188,Grace Meng,F,rep,NY,6,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
J000294,Hakeem Jeffries,M,rep,NY,8,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001185,Sean Maloney,M,rep,NY,18,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000815,Brad Wenstrup,M,rep,OH,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001281,Joyce Beatty,F,rep,OH,3,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
J000295,David Joyce,M,rep,OH,14,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001190,Markwayne Mullin,M,rep,OK,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
P000605,Scott Perry,M,rep,PA,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001090,Matthew Cartwright,M,rep,PA,17,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000597,Tom Rice,M,rep,SC,7,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000814,Randy Weber,M,rep,TX,14,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001091,Joaquin Castro,M,rep,TX,20,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000816,Roger Williams,M,rep,TX,25,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
V000131,Marc Veasey,M,rep,TX,33,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
V000132,Filemon Vela,M,rep,TX,34,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001192,Chris Stewart,M,rep,UT,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
K000381,Derek Kilmer,M,rep,WA,6,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001064,Denny Heck,M,rep,WA,10,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
P000607,Mark Pocan,M,rep,WI,2,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
K000385,Robin Kelly,F,rep,IL,2,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001195,Jason Smith,M,rep,MO,8,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001101,Katherine Clark,F,rep,MA,5,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001289,Bradley Byrne,M,rep,AL,1,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
N000188,Donald Norcross,M,rep,NJ,1,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
A000370,Alma Adams,F,rep,NC,12,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
P000609,Gary Palmer,M,rep,AL,6,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001072,French Hill,M,rep,AR,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000821,Bruce Westerman,M,rep,AR,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000574,Ruben Gallego,M,rep,AZ,7,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
D000623,Mark DeSaulnier,M,rep,CA,11,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
A000371,Pete Aguilar,M,rep,CA,31,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
L000582,Ted Lieu,M,rep,CA,33,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
T000474,Norma Torres,F,rep,CA,35,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001297,Ken Buck,M,rep,CO,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001103,Buddy Carter,M,rep,GA,1,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001071,Jody Hice,M,rep,GA,10,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
L000583,Barry Loudermilk,M,rep,GA,11,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
A000372,Rick Allen,M,rep,GA,12,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001295,Mike Bost,M,rep,IL,12,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
A000374,Ralph Abraham,M,rep,LA,5,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000577,Garret Graves,M,rep,LA,6,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001196,Seth Moulton,M,rep,MA,6,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001194,John Moolenaar,M,rep,MI,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
D000624,Debbie Dingell,F,rep,MI,12,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
L000581,Brenda Lawrence,F,rep,MI,14,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
E000294,Tom Emmer,M,rep,MN,6,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000603,David Rouzer,M,rep,NC,7,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000822,Bonnie Watson Coleman,F,rep,NJ,12,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
Z000017,Lee Zeldin,M,rep,NY,1,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000602,Kathleen Rice,F,rep,NY,4,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001196,Elise Stefanik,F,rep,NY,21,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
K000386,John Katko,M,rep,NY,24,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001296,Brendan Boyle,M,rep,PA,13,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000601,John Ratcliffe,M,rep,TX,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001073,Will Hurd,M,rep,TX,23,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001291,Brian Babin,M,rep,TX,36,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001292,Donald Beyer,M,rep,VA,8,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
N000189,Dan Newhouse,M,rep,WA,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000576,Glenn Grothman,M,rep,WI,6,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001195,Alex Mooney,M,rep,WV,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
W000819,Mark Walker,M,rep,NC,6,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
K000388,Trent Kelly,M,rep,MS,1,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
L000585,Darin LaHood,M,rep,IL,18,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
D000626,Warren Davidson,M,rep,OH,8,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001108,James Comer,M,rep,KY,1,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
E000296,Dwight Evans,M,rep,PA,2,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001190,Bradley Schneider,M,rep,IL,10,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
O000171,Tom O’Halleran,M,rep,AZ,1,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001302,Andy Biggs,M,rep,AZ,5,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
K000389,Ro Khanna,M,rep,CA,17,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
P000613,Jimmy Panetta,M,rep,CA,20,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001112,Salud Carbajal,M,rep,CA,24,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001300,Nanette Barragán,F,rep,CA,44,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001110,J. Correa,M,rep,CA,46,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001303,Lisa Blunt Rochester,F,rep,DE,0,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000578,Matt Gaetz,M,rep,FL,1,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
D000628,Neal Dunn,M,rep,FL,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000609,John Rutherford,M,rep,FL,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
L000586,Al Lawson,M,rep,FL,5,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001202,Stephanie Murphy,F,rep,FL,7,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001200,Darren Soto,M,rep,FL,9,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
D000627,Val Demings,F,rep,FL,10,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001111,Charlie Crist,M,rep,FL,13,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001199,Brian Mast,M,rep,FL,18,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000607,Francis Rooney,M,rep,FL,19,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
F000465,A. Ferguson,M,rep,GA,3,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
K000391,Raja Krishnamoorthi,M,rep,IL,8,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001299,Jim Banks,M,rep,IN,3,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001074,Trey Hollingsworth,M,rep,IN,9,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001198,Roger Marshall,M,rep,KS,1,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001077,Clay Higgins,M,rep,LA,3,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
J000299,Mike Johnson,M,rep,LA,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001304,Anthony Brown,M,rep,MD,4,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000606,Jamie Raskin,M,rep,MD,8,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001301,Jack Bergman,M,rep,MI,1,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001201,Paul Mitchell,M,rep,MI,10,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001305,Ted Budd,M,rep,NC,13,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001298,Don Bacon,M,rep,NE,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000583,Josh Gottheimer,M,rep,NJ,5,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000608,Jacky Rosen,F,rep,NV,3,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001201,Thomas Suozzi,M,rep,NY,3,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
E000297,Adriano Espaillat,M,rep,NY,13,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
F000466,Brian Fitzpatrick,M,rep,PA,8,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
S001199,Lloyd Smucker,M,rep,PA,16,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
K000392,David Kustoff,M,rep,TN,8,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000581,Vicente Gonzalez,M,rep,TX,15,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
A000375,Jodey Arrington,M,rep,TX,19,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
M001200,A. McEachin,M,rep,VA,4,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
J000298,Pramila Jayapal,F,rep,WA,7,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000579,Mike Gallagher,M,rep,WI,8,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001109,Liz Cheney,F,rep,WY,0,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
E000298,Ron Estes,M,rep,KS,4,Republican,2017-04-25,2019-01-03,618 days 00:00:00.000000000
G000584,Greg Gianforte,M,rep,MT,0,Republican,2017-06-21,2019-01-03,561 days 00:00:00.000000000
N000190,Ralph Norman,M,rep,SC,5,Republican,2017-06-26,2019-01-03,556 days 00:00:00.000000000
G000585,Jimmy Gomez,M,rep,CA,34,Democrat,2017-07-11,2019-01-03,541 days 00:00:00.000000000
C001114,John Curtis,M,rep,UT,3,Republican,2017-11-13,2019-01-03,416 days 00:00:00.000000000
L000588,Conor Lamb,M,rep,PA,18,Democrat,2018-04-12,2019-01-03,266 days 00:00:00.000000000
L000589,Debbie Lesko,F,rep,AZ,8,Republican,2018-05-07,2019-01-03,241 days 00:00:00.000000000
C001115,Michael Cloud,M,rep,TX,27,Republican,2018-07-10,2019-01-03,177 days 00:00:00.000000000
B001306,Troy Balderson,M,rep,OH,12,Republican,2018-09-05,2019-01-03,120 days 00:00:00.000000000
H001082,Kevin Hern,M,rep,OK,1,Republican,2018-11-13,2019-01-03,51 days 00:00:00.000000000
M001206,Joseph Morelle,M,rep,NY,25,Democrat,2018-11-13,2019-01-03,51 days 00:00:00.000000000
S001205,Mary Scanlon,F,rep,PA,7,Democrat,2018-11-13,2019-01-03,51 days 00:00:00.000000000
W000826,Susan Wild,F,rep,PA,15,Democrat,2018-11-27,2019-01-03,37 days 00:00:00.000000000
M001197,Martha McSally,F,rep,AZ,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
P000602,Mike Pompeo,M,rep,KS,4,Republican,2017-01-03,2017-01-23,20 days 00:00:00.000000000
B000287,Xavier Becerra,M,rep,CA,34,Democrat,2017-01-03,2017-01-24,21 days 00:00:00.000000000
P000591,Tom Price,M,rep,GA,6,Republican,2017-01-03,2017-02-10,38 days 00:00:00.000000000
M001182,Mick Mulvaney,M,rep,SC,5,Republican,2017-01-03,2017-02-16,44 days 00:00:00.000000000
Z000018,Ryan Zinke,M,rep,MT,0,Republican,2017-01-03,2017-03-01,57 days 00:00:00.000000000
C001076,Jason Chaffetz,M,rep,UT,3,Republican,2017-01-03,2017-06-30,178 days 00:00:00.000000000
M001151,Tim Murphy,M,rep,PA,18,Republican,2017-01-03,2017-10-21,291 days 00:00:00.000000000
C000714,John Conyers,M,rep,MI,13,Democrat,2017-01-03,2017-12-05,336 days 00:00:00.000000000
F000448,Trent Franks,M,rep,AZ,8,Republican,2017-01-03,2017-12-08,339 days 00:00:00.000000000
T000462,Patrick Tiberi,M,rep,OH,12,Republican,2017-01-03,2018-01-15,377 days 00:00:00.000000000
S000480,Louise Slaughter,F,rep,NY,25,Democrat,2017-01-03,2018-03-16,437 days 00:00:00.000000000
F000460,Blake Farenthold,M,rep,TX,27,Republican,2017-01-03,2018-04-06,458 days 00:00:00.000000000
M001181,Patrick Meehan,M,rep,PA,7,Republican,2017-01-03,2018-04-27,479 days 00:00:00.000000000
B001283,Jim Bridenstine,M,rep,OK,1,Republican,2017-01-03,2018-04-23,475 days 00:00:00.000000000
D000604,Charles Dent,M,rep,PA,15,Republican,2017-01-03,2018-05-12,494 days 00:00:00.000000000
D000621,Ron DeSantis,M,rep,FL,6,Republican,2017-01-03,2018-09-10,615 days 00:00:00.000000000
J000297,Evan Jenkins,M,rep,WV,3,Republican,2017-01-03,2018-09-30,635 days 00:00:00.000000000
L000580,Michelle Lujan Grisham,F,rep,NM,1,Democrat,2017-01-03,2018-12-31,727 days 00:00:00.000000000
B001269,Lou Barletta,M,rep,PA,11,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B000213,Joe Barton,M,rep,TX,6,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001273,Diane Black,F,rep,TN,6,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
B001227,Robert Brady,M,rep,PA,1,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001037,Michael Capuano,M,rep,MA,7,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001077,Mike Coffman,M,rep,CO,6,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001038,Joseph Crowley,M,rep,NY,14,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
C001048,John Culberson,M,rep,TX,7,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
D000612,Jeff Denham,M,rep,CA,10,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
D000533,John Duncan,M,rep,TN,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
E000288,Keith Ellison,M,rep,MN,5,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
F000372,Rodney Frelinghuysen,M,rep,NJ,11,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000289,Bob Goodlatte,M,rep,VA,6,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000566,Trey Gowdy,M,rep,SC,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000410,Gene Green,M,rep,TX,29,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
G000535,Luis Gutiérrez,M,rep,IL,4,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001045,Gregg Harper,M,rep,MS,3,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001036,Jeb Hensarling,M,rep,TX,5,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
H001059,Randy Hultgren,M,rep,IL,14,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
I000056,Darrell Issa,M,rep,CA,49,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
J000290,Lynn Jenkins,F,rep,KS,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
J000174,Sam Johnson,M,rep,TX,3,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
L000573,Raúl Labrador,M,rep,ID,1,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
L000567,Leonard Lance,M,rep,NJ,7,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
L000263,Sander Levin,M,rep,MI,9,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
L000554,Frank LoBiondo,M,rep,NJ,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
N000184,Kristi Noem,F,rep,SD,0,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
P000594,Erik Paulsen,M,rep,MN,3,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
P000588,Stevan Pearce,M,rep,NM,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
P000592,Ted Poe,M,rep,TX,2,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
P000598,Jared Polis,M,rep,CO,2,Democrat,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000578,David Reichert,M,rep,WA,8,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000586,James Renacci,M,rep,OH,16,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000409,Dana Rohrabacher,M,rep,CA,48,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000592,Todd Rokita,M,rep,IN,4,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
R000583,Thomas Rooney,M,rep,FL,17,Republican,2017-01-03,2019-01-03,730 days 00:00:00.000000000
